"","date","admin1","admin2","admin3","origin","household","individual"
"1160",2016-05-31,"Tombouctou","Niafunke","Souboundou",NA,231,1155
"1161",2016-05-31,"Tombouctou","Niafunke","Soumpi",NA,313,1825
"1162",2016-05-31,"Gao","Gao","Anchawadi",NA,250,450
"1163",2016-05-31,"Gao","Gao","Gabero",NA,NA,NA
"1164",2016-05-31,"Gao","Gao","Gao",NA,1118,6708
"1165",2016-05-31,"Gao","Gao","Gounzoureye",NA,60,243
"1166",2016-05-31,"Gao","Gao","N'tillit",NA,NA,NA
"1167",2016-05-31,"Gao","Gao","Sony Aliber",NA,NA,NA
"1168",2016-05-31,"Gao","Gao","Tilemsi",NA,NA,NA
"1169",2016-05-31,"Gao","Ansongo","Ansongo",NA,NA,NA
"1170",2016-05-31,"Gao","Ansongo","Bara",NA,NA,NA
"1171",2016-05-31,"Gao","Ansongo","Bourra",NA,30,180
"1172",2016-05-31,"Gao","Ansongo","Ouattagouna",NA,NA,NA
"1173",2016-05-31,"Gao","Ansongo","Talataye",NA,NA,NA
"1174",2016-05-31,"Gao","Ansongo","Tessit",NA,NA,NA
"1175",2016-05-31,"Gao","Ansongo","Tin Hama",NA,NA,NA
"1176",2016-05-31,"Gao","Bourem","Bamba",NA,NA,NA
"1177",2016-05-31,"Gao","Bourem","Bourem",NA,NA,NA
"1178",2016-05-31,"Gao","Bourem","Taboye",NA,NA,NA
"1179",2016-05-31,"Gao","Bourem","Tarkint",NA,NA,NA
"1180",2016-05-31,"Gao","Bourem","Temera",NA,NA,NA
"1181",2016-05-31,"Gao","Menaka","Anderamboukane",NA,NA,NA
"1182",2016-05-31,"Gao","Menaka","Inekar",NA,NA,NA
"1183",2016-05-31,"Gao","Menaka","Menaka",NA,449,2726
"1184",2016-05-31,"Gao","Menaka","Tidermene",NA,NA,NA
"1185",2016-05-31,"Koulikoro","Kangaba","Alata",NA,NA,NA
"1186",2016-05-31,"Kidal","Kidal","Anefif",NA,46,214
"1187",2016-05-31,"Kidal","Kidal","Kidal",NA,9,63
"1188",2016-05-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1189",2016-05-31,"Kidal","Abeibara","Abeibara",NA,13,71
"1190",2016-05-31,"Kidal","Abeibara","Tinzawatene",NA,11,54
"1191",2016-05-31,"Kidal","Tessalit","Adjelhoc",NA,NA,NA
"1192",2016-05-31,"Kidal","Tessalit","Essouk",NA,NA,NA
"1193",2016-05-31,"Kidal","Tessalit","Tessalit",NA,NA,NA
"1194",2016-05-31,"Kidal","Tessalit","Timtaghene",NA,NA,NA
"1195",2016-05-31,"Bamako","Bamako","Commune I",NA,219,1319
"1196",2016-05-31,"Bamako","Bamako","Commune II",NA,80,389
"1197",2016-05-31,"Bamako","Bamako","Commune III",NA,188,939
"1198",2016-05-31,"Bamako","Bamako","Commune IV",NA,175,747
"1199",2016-05-31,"Bamako","Bamako","Commune V",NA,201,880
"1200",2016-05-31,"Bamako","Bamako","Commune VI",NA,107,600
"1201",2016-06-30,"Kayes","Kayes","Kayes Commune",NA,7,16
"1202",2016-06-30,"Kayes","Diema","Diema",NA,1,5
"1203",2016-06-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"1204",2016-06-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,54
"1205",2016-06-30,"Koulikoro","Dioila","Guegneka",NA,0,0
"1206",2016-06-30,"Koulikoro","Dioila","Kaladougou",NA,1,1
"1207",2016-06-30,"Koulikoro","Kati","Baguineda Camp",NA,0,0
"1208",2016-06-30,"Koulikoro","Kati","Kalabancoro",NA,317,1035
"1209",2016-06-30,"Koulikoro","Kati","Kambila",NA,0,0
"1210",2016-06-30,"Koulikoro","Kati","Kati Commune",NA,23,104
"1211",2016-06-30,"Koulikoro","Kati","Mande",NA,1,1
"1212",2016-06-30,"Koulikoro","Kati","Moribabougou",NA,47,320
"1213",2016-06-30,"Koulikoro","Kati","Sangarebougou",NA,21,112
"1214",2016-06-30,"Sikasso","Yanfolila","Wassoulou Balle",NA,0,0
"1215",2016-06-30,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1216",2016-06-30,"Sikasso","Sikasso","SIKASSO Commune",NA,8,8
"1217",2016-06-30,"Ségou","Baroueli","Baraoueli",NA,3,10
"1218",2016-06-30,"Ségou","Baroueli","Sanando",NA,2,7
"1219",2016-06-30,"Ségou","Segou","Dioro",NA,0,0
"1220",2016-06-30,"Ségou","Segou","Dougabougou",NA,0,0
"1221",2016-06-30,"Ségou","Segou","Markala",NA,0,0
"1222",2016-06-30,"Ségou","Segou","Pelengana",NA,36,129
"1223",2016-06-30,"Ségou","Segou","Sebougou",NA,17,66
"1224",2016-06-30,"Ségou","Segou","Segou Commune",NA,123,441
"1225",2016-06-30,"Ségou","Bla","Bla",NA,0,0
"1226",2016-06-30,"Ségou","San","San Commune",NA,67,248
"1227",2016-06-30,"Ségou","Niono","Diabaly",NA,44,270
"1228",2016-06-30,"Ségou","Niono","Mariko",NA,0,0
"1229",2016-06-30,"Ségou","Niono","Nampalari",NA,68,420
"1230",2016-06-30,"Ségou","Niono","Niono",NA,42,187
"1231",2016-06-30,"Ségou","Niono","Siribala",NA,0,0
"1232",2016-06-30,"Ségou","Niono","Toridaga",NA,43,333
"1233",2016-06-30,"Ségou","Niono","Yeredon Sanio",NA,1,10
"1234",2016-06-30,"Ségou","Tominian","Benena",NA,0,0
"1235",2016-06-30,"Ségou","Tominian","Tominian",NA,0,0
"1236",2016-06-30,"Ségou","Macina","Kokry Centre",NA,2,9
"1237",2016-06-30,"Ségou","Macina","Macina",NA,3,7
"1238",2016-06-30,"Mopti","Mopti","Dialloube",NA,214,577
"1239",2016-06-30,"Mopti","Mopti","Fatoma",NA,15,48
"1240",2016-06-30,"Mopti","Mopti","Konna",NA,5,8
"1241",2016-06-30,"Mopti","Mopti","Korombana",NA,8,29
"1242",2016-06-30,"Mopti","Mopti","Koubaye",NA,0,0
"1243",2016-06-30,"Mopti","Mopti","Mopti Commune",NA,101,174
"1244",2016-06-30,"Mopti","Mopti","Sio",NA,8,18
"1245",2016-06-30,"Mopti","Mopti","Socoura",NA,101,271
"1246",2016-06-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1247",2016-06-30,"Mopti","Bandiagara","Segue Ire",NA,NA,NA
"1248",2016-06-30,"Mopti","Bankass","Bankass",NA,4,6
"1249",2016-06-30,"Mopti","Youwarou","Bimbere Tama",NA,4,25
"1250",2016-06-30,"Mopti","Youwarou","Deboye",NA,NA,NA
"1251",2016-06-30,"Mopti","Youwarou","Dongo",NA,NA,NA
"1252",2016-06-30,"Mopti","Youwarou","Farimake",NA,NA,NA
"1253",2016-06-30,"Mopti","Youwarou","Youwarou",NA,9,56
"1254",2016-06-30,"Mopti","Djenne","Djenne Commune",NA,18,28
"1255",2016-06-30,"Mopti","Douentza","Dallah",NA,NA,NA
"1256",2016-06-30,"Mopti","Douentza","Debere",NA,NA,NA
"1257",2016-06-30,"Mopti","Douentza","Dianwely",NA,NA,NA
"1258",2016-06-30,"Mopti","Douentza","Djaptodji",NA,NA,NA
"1259",2016-06-30,"Mopti","Douentza","Douentza Commune",NA,24,84
"1260",2016-06-30,"Mopti","Douentza","Gandamia",NA,NA,NA
"1261",2016-06-30,"Mopti","Douentza","Haire",NA,NA,NA
"1262",2016-06-30,"Mopti","Douentza","Hombori",NA,NA,NA
"1263",2016-06-30,"Mopti","Douentza","Korarou",NA,0,0
"1264",2016-06-30,"Mopti","Douentza","Mondoro",NA,NA,NA
"1265",2016-06-30,"Mopti","Koro","Koro",NA,23,93
"1266",2016-06-30,"Mopti","Tenenkou","Diafarabe",NA,NA,NA
"1267",2016-06-30,"Mopti","Tenenkou","Diondori",NA,NA,NA
"1268",2016-06-30,"Mopti","Tenenkou","Kareri",NA,0,0
"1269",2016-06-30,"Mopti","Tenenkou","Sougoulbe",NA,NA,NA
"1270",2016-06-30,"Mopti","Tenenkou","Tenenkou Commune",NA,58,221
"1271",2016-06-30,"Tombouctou","Tombouctou","Alafia",NA,209,2077
"1272",2016-06-30,"Tombouctou","Tombouctou","Ber",NA,NA,NA
"1273",2016-06-30,"Tombouctou","Tombouctou","Bourem Inaly",NA,4,27
"1274",2016-06-30,"Tombouctou","Tombouctou","Lafia",NA,NA,NA
"1275",2016-06-30,"Tombouctou","Tombouctou","Salam",NA,NA,NA
"1276",2016-06-30,"Tombouctou","Tombouctou","Tombouctou",NA,96,611
"1277",2016-06-30,"Tombouctou","Dire","Arham",NA,30,150
"1278",2016-06-30,"Tombouctou","Dire","Bourem Sidi Amar",NA,NA,NA
"1279",2016-06-30,"Tombouctou","Dire","Dangha",NA,11,66
"1280",2016-06-30,"Tombouctou","Dire","Dire",NA,NA,NA
"1281",2016-06-30,"Tombouctou","Dire","Garbakoira",NA,NA,NA
"1282",2016-06-30,"Tombouctou","Dire","Haibongo",NA,NA,NA
"1283",2016-06-30,"Tombouctou","Dire","Kirchamba",NA,52,398
"1284",2016-06-30,"Tombouctou","Dire","Sareyamou",NA,NA,NA
"1285",2016-06-30,"Tombouctou","Dire","Tienkour",NA,NA,NA
"1286",2016-06-30,"Tombouctou","Dire","Tindirma",NA,NA,NA
"1287",2016-06-30,"Tombouctou","Dire","Tinguereguif",NA,NA,NA
"1288",2016-06-30,"Tombouctou","Goundam","Adarmalane",NA,NA,NA
"1289",2016-06-30,"Tombouctou","Goundam","Alzounoub",NA,NA,NA
"1290",2016-06-30,"Tombouctou","Goundam","Bintagoungou",NA,12,NA
"1291",2016-06-30,"Tombouctou","Goundam","Douekire",NA,NA,NA
"1292",2016-06-30,"Tombouctou","Goundam","Doukouria",NA,NA,NA
"1293",2016-06-30,"Tombouctou","Goundam","Essakane",NA,1013,7359
"1294",2016-06-30,"Tombouctou","Goundam","Gargando",NA,0,0
"1295",2016-06-30,"Tombouctou","Goundam","Goundam Commune",NA,121,936
"1296",2016-06-30,"Tombouctou","Goundam","Issa Bery",NA,56,405
"1297",2016-06-30,"Tombouctou","Goundam","Kaneye",NA,0,0
"1298",2016-06-30,"Tombouctou","Goundam","M'bouna",NA,152,951
"1299",2016-06-30,"Tombouctou","Goundam","Razelma",NA,NA,NA
"1300",2016-06-30,"Tombouctou","Goundam","Tele",NA,NA,NA
"1301",2016-06-30,"Tombouctou","Goundam","Tilemsi",NA,NA,NA
"1302",2016-06-30,"Tombouctou","Goundam","Tin Aicha",NA,NA,NA
"1303",2016-06-30,"Tombouctou","Goundam","Tonka",NA,NA,NA
"1304",2016-06-30,"Tombouctou","Gourma-Rharous","Bambara Maoude",NA,NA,NA
"1305",2016-06-30,"Tombouctou","Gourma-Rharous","Banicane",NA,192,355
"1306",2016-06-30,"Tombouctou","Gourma-Rharous","Gossi",NA,NA,NA
"1307",2016-06-30,"Tombouctou","Gourma-Rharous","Hamzakona",NA,NA,NA
"1308",2016-06-30,"Tombouctou","Gourma-Rharous","Haribomo",NA,NA,NA
"1309",2016-06-30,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,NA,NA
"1310",2016-06-30,"Tombouctou","Gourma-Rharous","Ouinerden",NA,NA,NA
"1311",2016-06-30,"Tombouctou","Gourma-Rharous","Rharous",NA,NA,NA
"1312",2016-06-30,"Tombouctou","Gourma-Rharous","Serere",NA,206,398
"1313",2016-06-30,"Tombouctou","Niafunke","Banikane Narhawa",NA,NA,NA
"1314",2016-06-30,"Tombouctou","Niafunke","Dianke",NA,NA,NA
"1315",2016-06-30,"Tombouctou","Niafunke","Fittouga",NA,NA,NA
"1316",2016-06-30,"Tombouctou","Niafunke","Koumaira",NA,NA,NA
"1317",2016-06-30,"Tombouctou","Niafunke","Lere",NA,NA,NA
"1318",2016-06-30,"Tombouctou","Niafunke","N'gorkou",NA,NA,NA
"1319",2016-06-30,"Tombouctou","Niafunke","Souboundou",NA,231,1155
"1320",2016-06-30,"Tombouctou","Niafunke","Soumpi",NA,313,1825
"1321",2016-06-30,"Gao","Gao","Anchawadi",NA,250,450
"1322",2016-06-30,"Gao","Gao","Gabero",NA,NA,NA
"1323",2016-06-30,"Gao","Gao","Gao",NA,1118,6708
"1324",2016-06-30,"Gao","Gao","Gounzoureye",NA,60,243
"1325",2016-06-30,"Gao","Gao","N'tillit",NA,NA,NA
"1326",2016-06-30,"Gao","Gao","Sony Aliber",NA,NA,NA
"1327",2016-06-30,"Gao","Gao","Tilemsi",NA,NA,NA
"1328",2016-06-30,"Gao","Ansongo","Ansongo",NA,NA,NA
"1329",2016-06-30,"Gao","Ansongo","Bara",NA,NA,NA
"1330",2016-06-30,"Gao","Ansongo","Bourra",NA,30,180
"1331",2016-06-30,"Gao","Ansongo","Ouattagouna",NA,NA,NA
"1332",2016-06-30,"Gao","Ansongo","Talataye",NA,NA,NA
"1333",2016-06-30,"Gao","Ansongo","Tessit",NA,NA,NA
"1334",2016-06-30,"Gao","Ansongo","Tin Hama",NA,NA,NA
"1335",2016-06-30,"Gao","Bourem","Bamba",NA,NA,NA
"1336",2016-06-30,"Gao","Bourem","Bourem",NA,NA,NA
"1337",2016-06-30,"Gao","Bourem","Taboye",NA,NA,NA
"1338",2016-06-30,"Gao","Bourem","Tarkint",NA,NA,NA
"1339",2016-06-30,"Gao","Bourem","Temera",NA,NA,NA
"1340",2016-06-30,"Gao","Menaka","Anderamboukane",NA,NA,NA
"1341",2016-06-30,"Gao","Menaka","Inekar",NA,NA,NA
"1342",2016-06-30,"Gao","Menaka","Menaka",NA,449,2726
"1343",2016-06-30,"Gao","Menaka","Tidermene",NA,NA,NA
"1344",2016-06-30,"Koulikoro","Kangaba","Alata",NA,NA,NA
"1345",2016-06-30,"Kidal","Kidal","Anefif",NA,46,214
"1346",2016-06-30,"Kidal","Kidal","Kidal",NA,9,63
"1347",2016-06-30,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1348",2016-06-30,"Kidal","Abeibara","Abeibara",NA,13,71
"1349",2016-06-30,"Kidal","Abeibara","Tinzawatene",NA,11,54
"1350",2016-06-30,"Kidal","Tessalit","Adjelhoc",NA,NA,NA
"1351",2016-06-30,"Kidal","Tessalit","Essouk",NA,NA,NA
"1352",2016-06-30,"Kidal","Tessalit","Tessalit",NA,NA,NA
"1353",2016-06-30,"Kidal","Tessalit","Timtaghene",NA,NA,NA
"1354",2016-06-30,"Bamako","Bamako","Commune I",NA,219,1319
"1355",2016-06-30,"Bamako","Bamako","Commune II",NA,80,389
"1356",2016-06-30,"Bamako","Bamako","Commune III",NA,188,939
"1357",2016-06-30,"Bamako","Bamako","Commune IV",NA,175,747
"1358",2016-06-30,"Bamako","Bamako","Commune V",NA,201,880
"1359",2016-06-30,"Bamako","Bamako","Commune VI",NA,107,600
"1360",2016-07-31,"Kayes","Kayes","Kayes Commune",NA,7,16
"1361",2016-07-31,"Kayes","Diema","Diema",NA,1,5
"1362",2016-07-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"1363",2016-07-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,54
"1364",2016-07-31,"Koulikoro","Dioila","Guegneka",NA,0,0
"1365",2016-07-31,"Koulikoro","Dioila","Kaladougou",NA,1,1
"1366",2016-07-31,"Koulikoro","Kati","Baguineda Camp",NA,0,0
"1367",2016-07-31,"Koulikoro","Kati","Kalabancoro",NA,317,1035
"1368",2016-07-31,"Koulikoro","Kati","Kambila",NA,0,0
"1369",2016-07-31,"Koulikoro","Kati","Kati Commune",NA,23,104
"1370",2016-07-31,"Koulikoro","Kati","Mande",NA,1,1
"1371",2016-07-31,"Koulikoro","Kati","Moribabougou",NA,47,320
"1372",2016-07-31,"Koulikoro","Kati","Sangarebougou",NA,21,112
"1373",2016-07-31,"Sikasso","Yanfolila","Wassoulou Balle",NA,0,0
"1374",2016-07-31,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1375",2016-07-31,"Sikasso","Sikasso","SIKASSO Commune",NA,8,8
"1376",2016-07-31,"Ségou","Baroueli","Baraoueli",NA,3,10
"1377",2016-07-31,"Ségou","Baroueli","Sanando",NA,2,7
"1378",2016-07-31,"Ségou","Segou","Dioro",NA,0,0
"1379",2016-07-31,"Ségou","Segou","Dougabougou",NA,0,0
"1380",2016-07-31,"Ségou","Segou","Markala",NA,0,0
"1381",2016-07-31,"Ségou","Segou","Pelengana",NA,36,129
"1382",2016-07-31,"Ségou","Segou","Sebougou",NA,17,66
"1383",2016-07-31,"Ségou","Segou","Segou Commune",NA,123,441
"1384",2016-07-31,"Ségou","Bla","Bla",NA,0,0
"1385",2016-07-31,"Ségou","San","San Commune",NA,67,248
"1386",2016-07-31,"Ségou","Niono","Diabaly",NA,44,270
"1387",2016-07-31,"Ségou","Niono","Mariko",NA,0,0
"1388",2016-07-31,"Ségou","Niono","Nampalari",NA,68,420
"1389",2016-07-31,"Ségou","Niono","Niono",NA,42,187
"1390",2016-07-31,"Ségou","Niono","Siribala",NA,0,0
"1391",2016-07-31,"Ségou","Niono","Toridaga",NA,43,333
"1392",2016-07-31,"Ségou","Niono","Yeredon Sanio",NA,1,10
"1393",2016-07-31,"Ségou","Tominian","Benena",NA,0,0
"1394",2016-07-31,"Ségou","Tominian","Tominian",NA,0,0
"1395",2016-07-31,"Ségou","Macina","Kokry Centre",NA,2,9
"1396",2016-07-31,"Ségou","Macina","Macina",NA,3,7
"1397",2016-07-31,"Mopti","Mopti","Dialloube",NA,214,577
"1398",2016-07-31,"Mopti","Mopti","Fatoma",NA,15,48
"1399",2016-07-31,"Mopti","Mopti","Konna",NA,5,8
"1400",2016-07-31,"Mopti","Mopti","Korombana",NA,8,29
"1401",2016-07-31,"Mopti","Mopti","Koubaye",NA,0,0
"1402",2016-07-31,"Mopti","Mopti","Mopti Commune",NA,101,174
"1403",2016-07-31,"Mopti","Mopti","Sio",NA,8,18
"1404",2016-07-31,"Mopti","Mopti","Socoura",NA,101,271
"1405",2016-07-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1406",2016-07-31,"Mopti","Bandiagara","Segue Ire",NA,NA,NA
"1407",2016-07-31,"Mopti","Bankass","Bankass",NA,4,6
"1408",2016-07-31,"Mopti","Youwarou","Bimbere Tama",NA,4,25
"1409",2016-07-31,"Mopti","Youwarou","Deboye",NA,NA,NA
"1410",2016-07-31,"Mopti","Youwarou","Dongo",NA,NA,NA
"1411",2016-07-31,"Mopti","Youwarou","Farimake",NA,NA,NA
"1412",2016-07-31,"Mopti","Youwarou","Youwarou",NA,9,56
"1413",2016-07-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1414",2016-07-31,"Mopti","Douentza","Dallah",NA,NA,NA
"1415",2016-07-31,"Mopti","Douentza","Debere",NA,NA,NA
"1416",2016-07-31,"Mopti","Douentza","Dianwely",NA,NA,NA
"1417",2016-07-31,"Mopti","Douentza","Djaptodji",NA,NA,NA
"1418",2016-07-31,"Mopti","Douentza","Douentza Commune",NA,24,84
"1419",2016-07-31,"Mopti","Douentza","Gandamia",NA,NA,NA
"1420",2016-07-31,"Mopti","Douentza","Haire",NA,NA,NA
"1421",2016-07-31,"Mopti","Douentza","Hombori",NA,NA,NA
"1422",2016-07-31,"Mopti","Douentza","Korarou",NA,0,0
"1423",2016-07-31,"Mopti","Douentza","Mondoro",NA,NA,NA
"1424",2016-07-31,"Mopti","Koro","Koro",NA,23,93
"1425",2016-07-31,"Mopti","Tenenkou","Diafarabe",NA,NA,NA
"1426",2016-07-31,"Mopti","Tenenkou","Diondori",NA,NA,NA
"1427",2016-07-31,"Mopti","Tenenkou","Kareri",NA,0,0
"1428",2016-07-31,"Mopti","Tenenkou","Sougoulbe",NA,NA,NA
"1429",2016-07-31,"Mopti","Tenenkou","Tenenkou Commune",NA,58,221
"1430",2016-07-31,"Tombouctou","Tombouctou","Alafia",NA,209,2077
"1431",2016-07-31,"Tombouctou","Tombouctou","Ber",NA,NA,NA
"1432",2016-07-31,"Tombouctou","Tombouctou","Bourem Inaly",NA,4,27
"1433",2016-07-31,"Tombouctou","Tombouctou","Lafia",NA,NA,NA
"1434",2016-07-31,"Tombouctou","Tombouctou","Salam",NA,NA,NA
"1435",2016-07-31,"Tombouctou","Tombouctou","Tombouctou",NA,96,611
"1436",2016-07-31,"Tombouctou","Dire","Arham",NA,30,150
"1437",2016-07-31,"Tombouctou","Dire","Bourem Sidi Amar",NA,NA,NA
"1438",2016-07-31,"Tombouctou","Dire","Dangha",NA,11,66
"1439",2016-07-31,"Tombouctou","Dire","Dire",NA,NA,NA
"1440",2016-07-31,"Tombouctou","Dire","Garbakoira",NA,NA,NA
"1441",2016-07-31,"Tombouctou","Dire","Haibongo",NA,NA,NA
"1442",2016-07-31,"Tombouctou","Dire","Kirchamba",NA,52,398
"1443",2016-07-31,"Tombouctou","Dire","Sareyamou",NA,NA,NA
"1444",2016-07-31,"Tombouctou","Dire","Tienkour",NA,NA,NA
"1445",2016-07-31,"Tombouctou","Dire","Tindirma",NA,NA,NA
"1446",2016-07-31,"Tombouctou","Dire","Tinguereguif",NA,NA,NA
"1447",2016-07-31,"Tombouctou","Goundam","Adarmalane",NA,NA,NA
"1448",2016-07-31,"Tombouctou","Goundam","Alzounoub",NA,NA,NA
"1449",2016-07-31,"Tombouctou","Goundam","Bintagoungou",NA,12,NA
"1450",2016-07-31,"Tombouctou","Goundam","Douekire",NA,NA,NA
"1451",2016-07-31,"Tombouctou","Goundam","Doukouria",NA,NA,NA
"1452",2016-07-31,"Tombouctou","Goundam","Essakane",NA,1013,7359
"1453",2016-07-31,"Tombouctou","Goundam","Gargando",NA,0,0
"1454",2016-07-31,"Tombouctou","Goundam","Goundam Commune",NA,121,936
"1455",2016-07-31,"Tombouctou","Goundam","Issa Bery",NA,56,405
"1456",2016-07-31,"Tombouctou","Goundam","Kaneye",NA,0,0
"1457",2016-07-31,"Tombouctou","Goundam","M'bouna",NA,152,951
"1458",2016-07-31,"Tombouctou","Goundam","Razelma",NA,NA,NA
"1459",2016-07-31,"Tombouctou","Goundam","Tele",NA,NA,NA
"1460",2016-07-31,"Tombouctou","Goundam","Tilemsi",NA,NA,NA
"1461",2016-07-31,"Tombouctou","Goundam","Tin Aicha",NA,NA,NA
"1462",2016-07-31,"Tombouctou","Goundam","Tonka",NA,NA,NA
"1463",2016-07-31,"Tombouctou","Gourma-Rharous","Bambara Maoude",NA,NA,NA
"1464",2016-07-31,"Tombouctou","Gourma-Rharous","Banicane",NA,192,355
"1465",2016-07-31,"Tombouctou","Gourma-Rharous","Gossi",NA,NA,NA
"1466",2016-07-31,"Tombouctou","Gourma-Rharous","Gossi",NA,1,1
"1467",2016-07-31,"Tombouctou","Gourma-Rharous","Hamzakona",NA,NA,NA
"1468",2016-07-31,"Tombouctou","Gourma-Rharous","Haribomo",NA,NA,NA
"1469",2016-07-31,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,NA,NA
"1470",2016-07-31,"Tombouctou","Gourma-Rharous","Ouinerden",NA,NA,NA
"1471",2016-07-31,"Tombouctou","Gourma-Rharous","Rharous",NA,NA,NA
"1472",2016-07-31,"Tombouctou","Gourma-Rharous","Serere",NA,206,398
"1473",2016-07-31,"Tombouctou","Niafunke","Banikane Narhawa",NA,NA,NA
"1474",2016-07-31,"Tombouctou","Niafunke","Dianke",NA,NA,NA
"1475",2016-07-31,"Tombouctou","Niafunke","Fittouga",NA,NA,NA
"1476",2016-07-31,"Tombouctou","Niafunke","Koumaira",NA,NA,NA
"1477",2016-07-31,"Tombouctou","Niafunke","Lere",NA,NA,NA
"1478",2016-07-31,"Tombouctou","Niafunke","N'gorkou",NA,NA,NA
"1479",2016-07-31,"Tombouctou","Niafunke","Souboundou",NA,231,1155
"1480",2016-07-31,"Tombouctou","Niafunke","Soumpi",NA,313,1825
"1481",2016-07-31,"Gao","Gao","Anchawadi",NA,250,450
"1482",2016-07-31,"Gao","Gao","Gabero",NA,NA,NA
"1483",2016-07-31,"Gao","Gao","Gao",NA,1382,7063
"1484",2016-07-31,"Gao","Gao","Gounzoureye",NA,60,243
"1485",2016-07-31,"Gao","Gao","N'tillit",NA,NA,NA
"1486",2016-07-31,"Gao","Gao","Sony Aliber",NA,NA,NA
"1487",2016-07-31,"Gao","Gao","Tilemsi",NA,NA,NA
"1488",2016-07-31,"Gao","Ansongo","Ansongo",NA,NA,NA
"1489",2016-07-31,"Gao","Ansongo","Bara",NA,NA,NA
"1490",2016-07-31,"Gao","Ansongo","Bourra",NA,30,180
"1491",2016-07-31,"Gao","Ansongo","Ouattagouna",NA,NA,NA
"1492",2016-07-31,"Gao","Ansongo","Talataye",NA,NA,NA
"1493",2016-07-31,"Gao","Ansongo","Tessit",NA,NA,NA
"1494",2016-07-31,"Gao","Ansongo","Tin Hama",NA,NA,NA
"1495",2016-07-31,"Gao","Bourem","Bamba",NA,NA,NA
"1496",2016-07-31,"Gao","Bourem","Bourem",NA,NA,NA
"1497",2016-07-31,"Gao","Bourem","Taboye",NA,NA,NA
"1498",2016-07-31,"Gao","Bourem","Tarkint",NA,NA,NA
"1499",2016-07-31,"Gao","Bourem","Temera",NA,NA,NA
"1500",2016-07-31,"Gao","Menaka","Anderamboukane",NA,NA,NA
"1501",2016-07-31,"Gao","Menaka","Inekar",NA,NA,NA
"1502",2016-07-31,"Gao","Menaka","Menaka",NA,619,3751
"1503",2016-07-31,"Gao","Menaka","Tidermene",NA,NA,NA
"1504",2016-07-31,"Koulikoro","Kangaba","Alata",NA,NA,NA
"1505",2016-07-31,"Kidal","Kidal","Anefif",NA,46,214
"1506",2016-07-31,"Kidal","Kidal","Kidal",NA,9,63
"1507",2016-07-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1508",2016-07-31,"Kidal","Abeibara","Abeibara",NA,13,71
"1509",2016-07-31,"Kidal","Abeibara","Tinzawatene",NA,11,54
"1510",2016-07-31,"Kidal","Tessalit","Adjelhoc",NA,NA,NA
"1511",2016-07-31,"Kidal","Tessalit","Essouk",NA,NA,NA
"1512",2016-07-31,"Kidal","Tessalit","Tessalit",NA,NA,NA
"1513",2016-07-31,"Kidal","Tessalit","Timtaghene",NA,NA,NA
"1514",2016-07-31,"Bamako","Bamako","Commune I",NA,219,1319
"1515",2016-07-31,"Bamako","Bamako","Commune II",NA,80,389
"1516",2016-07-31,"Bamako","Bamako","Commune III",NA,188,939
"1517",2016-07-31,"Bamako","Bamako","Commune IV",NA,175,747
"1518",2016-07-31,"Bamako","Bamako","Commune V",NA,201,880
"1519",2016-07-31,"Bamako","Bamako","Commune VI",NA,107,600
"1520",2016-08-31,"Kayes","Kayes","Kayes Commune",NA,6,15
"1521",2016-08-31,"Kayes","Diema","Diema",NA,1,5
"1522",2016-08-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"1523",2016-08-31,"Koulikoro","Dioila","Diedougou",NA,1,1
"1524",2016-08-31,"Koulikoro","Kati","Kati Commune",NA,364,1426
"1525",2016-08-31,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1526",2016-08-31,"Sikasso","Sikasso","SIKASSO Commune",NA,5,5
"1527",2016-08-31,"Ségou","Segou","Segou Commune",NA,167,579
"1528",2016-08-31,"Ségou","Bla","Bla",NA,2,9
"1529",2016-08-31,"Ségou","San","San Commune",NA,62,232
"1530",2016-08-31,"Ségou","Niono","Niono",NA,198,1220
"1531",2016-08-31,"Ségou","Tominian","Tominian",NA,1,2
"1532",2016-08-31,"Ségou","Macina","Macina",NA,5,16
"1533",2016-08-31,"Mopti","Mopti","Mopti Commune",NA,402,1035
"1534",2016-08-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1535",2016-08-31,"Mopti","Bankass","Bankass",NA,4,6
"1536",2016-08-31,"Mopti","Youwarou","Youwarou",NA,10,67
